 T(YR)=   100.00000000000000     
 ( H  He C  N  O  SI S  FE NA MG CL P F)
   1000000.0000000582        90000.000000000480        170.00000013163950        61.999999999142943        240.00000000131317        7.9999999941854846E-003   8.0000000158769249E-002   2.9999999999999996E-003   2.0000000000000013E-003   7.0000000000000201E-003   1.0000000000007405E-003   2.0000000000003039E-004   6.6800000004131437E-003
        1761  -9.6459395979896027E-018
        4788  -5.1801400775862569E-019
          98  -2.4471624164569112E-019
        2233  -2.3676098712424344E-019
        1313  -2.4548419440058393E-020
 C4        
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2907851574682928E-015
          28   1.1819396971872960E-015
        2699   7.6236156558718580E-017
        1812   2.4924600857380933E-017
          25   5.5605674338711592E-018
        6379   1.7836095005695551E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2907856608951814E-015
        4958  -1.2187424719458348E-015
         807  -6.7225945583184998E-017
        2072  -3.2642397362354128E-018
        6950  -1.4949194746360850E-018
        2503  -3.7037184799449926E-020
 c-C3H     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5198825193624334E-016
        4955   4.9046180247874759E-017
         817   4.5256525617350666E-017
        6372   4.1171043320775896E-017
        3527   4.5890774685309302E-018
        6486   4.2449147591043421E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5198833744715271E-016
        4956  -1.4142437375825791E-016
         799  -5.5934254618295250E-018
         800  -2.2373701847318100E-018
        2057  -1.8590406864042837E-018
        2058  -8.4501849382012901E-019
 l-C3H     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5023075193188803E-016
        4954   4.9046180247874759E-017
        6375   4.5713409248003172E-017
         818   4.5256525617350666E-017
        6487   4.2449147591043421E-018
        6414   2.8362904053310901E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5023083867376934E-016
        4957  -1.3978124356373653E-016
         801  -5.5284385997851732E-018
         802  -2.2113754399140696E-018
        2059  -1.8374415390755775E-018
        2060  -8.3520069957980802E-019
 CH3       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.9900840117768156E-016
        6356   2.5795825294369578E-016
        2316   1.8353003946311183E-017
        6881   1.0848951930141672E-017
        5341   3.8947799276632823E-018
        5342   1.0104414288680603E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.9900845667359127E-016
         808  -1.4796588585865256E-016
         809  -1.4094924654712065E-016
        2063  -8.5174797329558079E-018
        2062  -9.1258711424526513E-019
        4882  -6.5784289394332352E-019
 C2H2      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.0259672671383046E-015
        4522   3.0049904042079646E-015
        4591   9.9418342513593147E-016
        2898   6.3822498836565458E-016
        6879   5.2436600995684744E-016
        6876   4.7734395493482368E-016
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.0340147087229331E-015
        1762  -4.3607254417647806E-015
        4539  -1.1614868077167331E-015
         100  -1.4554077193418173E-016
         602  -1.2663832667632612E-016
        2235  -1.0280958720992852E-016
 NH3       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.1218688295939616E-014
        6930   6.1141886298708045E-014
        4857   4.2460976195314930E-017
        4852   1.4697945192882418E-017
        4855   1.1339850343560987E-017
        5259   5.2497741287037213E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.1174264594496113E-014
        2509  -3.3330673971036909E-014
        2814  -2.4176127438865868E-014
        5338  -8.7913781253565220E-016
        2249  -6.4696024537409098E-016
         619  -5.9221922382250059E-016
 SiCH2     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.6526674323880651E-023
        2304   2.8327881410864307E-023
         853   2.3925338320398888E-023
        6349   2.2753400122675798E-023
        6438   1.5149003700669022E-024
         146   5.1540251725922223E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.6411551195248030E-023
        2512  -7.0906026940662005E-023
        2252  -1.6538673171701723E-024
        6110  -7.2176216755737358E-025
         622  -7.2176216755737358E-025
         621  -7.2176216755737358E-025
 C3N       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3692523263689810E-017
         819   1.4762898995827723E-017
        2078   3.0721328396668645E-018
        2057   1.8590406864042837E-018
        2059   1.8374415390755775E-018
        2090   3.4253600747313151E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3692864001605736E-017
         803  -2.0799461608314886E-017
        2061  -2.8280231597653435E-018
        1765  -3.0395966702663517E-020
        2805  -2.3188106632136660E-020
        6947  -7.8493694348616810E-021
 C3O       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1670901764212544E-017
        6488   4.2449147591043421E-018
        6415   2.8362904053310901E-018
         800   2.2373701847318100E-018
         802   2.2113754399140696E-018
        6924   1.3895581032218345E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1671238998339971E-017
         805  -1.1334164270173973E-017
        1766  -1.4747527322235348E-019
        2806  -1.1289890020745676E-019
         804  -6.2955595820616151E-020
        2239  -3.5657986035138525E-021
 C3P       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.0489401037391317E-023
        6334   1.2622765389986808E-023
         820   9.1884446519606364E-024
        6427   8.6776106380355207E-024
         133   4.5932226619778587E-028
        6906   1.2103514215219249E-028
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.0489718191099088E-023
         806  -3.0227109149648767E-023
        1767  -1.4328956077508927E-025
        2807  -1.1043214172835501E-025
         609  -4.5579205871434721E-027
        2240  -3.5821248945449548E-027
 C3S       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   9.8112031970946214E-019
        6417   8.1803059231748304E-019
        6927   1.5852566383697140E-019
        6909   4.5568960956666414E-021
        1920   5.6441817180713839E-024
        4087   1.1324949324608075E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.8126683355576053E-019
        5037  -9.2842318471655086E-019
        1768  -2.8593003603579524E-020
        2808  -2.2074616849119994E-020
        2241  -7.1849881837549876E-022
        5381  -4.5729947690684190E-022
 H2CO      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.2503349290519909E-016
         809   1.4094924654712065E-016
        6917   7.2907814113248257E-017
        5027   5.1513967150158360E-018
        4586   2.0943068966695630E-018
        4878   1.1577772055718197E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.2535745542935672E-016
        2504  -1.1500066714238453E-016
        2810  -8.5681789843159074E-017
        4547  -1.1842398045457555E-017
        2244  -2.5213577707177563E-018
        5617  -2.4210632408793358E-018
 H2CS      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.2166424147197379E-019
        6919   6.2044050767761992E-019
         848   1.2191618027417874E-021
        3707   2.2161892082058070E-024
        6817   1.4921633764469573E-024
        3703   6.7498192870684423E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.2535303485873080E-019
        2505  -5.8163283997090978E-019
         615  -1.8011011605107907E-020
        2245  -1.3801194978663235E-020
        5272  -7.5043406010640650E-021
         113  -2.9776839795113521E-021
 HOOH      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.6923565148010736E-024
        4578   1.8475909836291885E-024
        6180   8.4476553115985040E-025
        4906   7.6064774597481960E-036
        2023   4.4279725536010310E-036
        4907   1.8413211206723158E-053
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7073671084323123E-025
         114  -5.6653806941161299E-025
        4577  -6.4231489078013370E-026
         939  -2.3277092041913996E-026
        2006  -1.5090199902103927E-026
        2007  -1.5998604095869992E-027
 HSSH      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1107967947287051E-021
        6920   1.1107754624832070E-021
        4067   7.9352929482618107E-027
        5970   7.9243635984957290E-027
        4063   2.4168420815512671E-027
        5966   2.4135133433924007E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1208102926604056E-021
        2506  -6.1663770383189344E-022
        2811  -4.7462575149846130E-022
        2246  -1.5362553295675768E-023
        5273  -8.4040782091656951E-024
         115  -4.1951780958298891E-024
 H2SiO     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.4472885673936918E-023
        6923   7.4274052532951015E-023
         814   1.9883314098590629E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.4220157571791711E-023
        2507  -4.0479581425921720E-023
        2812  -3.0811372241006900E-023
        5076  -1.2447038031835046E-024
        2247  -9.5596100875643979E-025
        5584  -2.5927453700475281E-025
 HCCP      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   9.7315526066096113E-022
        6933   9.5732056898689953E-022
        6335   1.2622765389986808E-023
        6423   3.2109083357020725E-024
        6495   1.0179483726502758E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.7314968719989031E-022
         812  -9.6969919666689852E-022
        2508  -1.8720440326835902E-024
        2813  -1.4326870339387577E-024
        2248  -4.5586832488343386E-026
         617  -2.9251391329610886E-026
 HCCSi     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1149615563972344E-017
         854   5.6891891904182787E-018
        6342   5.4185655116974056E-018
        6432   4.1860861856660015E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1159204138301322E-017
        2510  -6.0582262158598647E-018
        2815  -4.6312545683868657E-018
        2250  -1.4640106065253151E-019
        5385  -9.4503900051294352E-020
         620  -9.4503900051294352E-020
 l-SiC3    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.5898315900852892E-021
        6345   8.4194215498839418E-021
        6434   1.3922385757947361E-022
        6347   1.8857975348294343E-023
        6436   5.7473307686406957E-024
         822   5.7039555735958859E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.5899492204427627E-021
         813  -8.5434916312394563E-021
        2511  -4.3209760499255632E-023
        5077  -1.3696164110626499E-024
        2251  -1.0738819095769119E-024
        5275  -5.8659333267722434E-025
 SiH3      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.2182776169507355E-025
        6440   2.2182730250191217E-025
        2306   4.5143895860100072E-031
        2308   4.3958398540008442E-033
        6351   3.3583629218987032E-033
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.2182573578857133E-025
         814  -1.9883314098590629E-025
        2066  -2.2987122508539439E-026
        2253  -1.5708106572729826E-030
         124  -7.0996384490213709E-031
        5386  -7.0300353322826942E-031
 H2CN      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.3191123607231059E-017
        2063   8.5174797329558079E-018
        5061   4.6694379208931115E-018
        6491   4.1781425863750805E-021
        5055   2.7807964242962646E-023
        2086   2.8315219915843927E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.3191446903588254E-017
         810  -9.1379672929275190E-018
         811  -2.2844918232318798E-018
        2065  -1.4790180431692560E-018
        2064  -1.8487725539615700E-019
        1984  -8.7507621725566734E-020
 C5        
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6306023781261984E-017
        6382   2.1683662826617426E-017
         826   1.4108833210410676E-017
        2089   3.4253600747313151E-019
        3629   5.7700935625413484E-020
        5660   2.5555028064195868E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6306040769740226E-017
        4959  -3.6170255481825975E-017
        6935  -1.3310019278153305E-019
         816  -1.1872902451738543E-021
        2520  -1.0992022247200750E-021
        2073  -3.4596800461339994E-022
 c-C3H2    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.3176588193146726E-016
        1878   3.8449843331121986E-016
        5004   1.6359898100258462E-016
        4956   1.4142437375825791E-016
        6373   4.1171043320775896E-017
        4989   9.9189742505814521E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.3189847065853181E-016
        5034  -6.6588477121089125E-016
        2515  -3.2936946016027837E-017
        2818  -2.4761798060497316E-017
        2069  -3.0365854918570748E-018
        5002  -2.5697017034822165E-018
 l-C3H2    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.3462879451777898E-016
        1879   3.8449843331121986E-016
        5003   1.6359898100258462E-016
        4957   1.3978124356373653E-016
        6376   4.5713409248003172E-017
        4988   9.9189742505814521E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.3476050341371919E-016
        4525  -6.5763559115674636E-016
        2516  -3.9042129634611579E-017
        2819  -2.9392664153090533E-017
        2070  -2.9989673609804945E-018
         815  -2.5378674688609324E-018
 C4H       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.7593048007657587E-015
        4958   1.2187424719458348E-015
        6464   4.3530986143104411E-016
          33   5.9613017602735188E-017
        6381   2.1683662826617426E-017
         156   1.3756328286370215E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.7593055394495624E-015
        4527  -1.6346680676615311E-015
         818  -4.5256525617350666E-017
         817  -4.5256525617350666E-017
        2077  -1.3674125586791019E-017
        2075  -1.3674125586791019E-017
 CH4       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2046794214072305E-016
        1828   1.1847151677295865E-016
        1833   1.1202678595715380E-018
        6608   4.8539054327025532E-019
        6358   2.5653835586541741E-019
        6398   7.0240007916103776E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1613386580927398E-016
        1630  -2.8376383639004050E-017
         638  -2.8318672599609043E-017
         141  -2.6617884524942170E-017
         637  -1.1015963641247917E-017
        2929  -8.7045878255328555E-018
 HC3N      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9068700152647688E-016
        6368   1.1024813409859792E-016
        2071   5.5727350874092572E-017
        2075   1.3674125586791019E-017
        2069   3.0365854918570748E-018
        2070   2.9989673609804945E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9173582745218386E-016
        2526  -1.0425448445578716E-016
        2826  -7.9371725866652716E-017
        1633  -2.5100685242001169E-018
        2412  -1.6233948220865032E-018
        2411  -1.6233948220865032E-018
 H2CCN     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.5284394613455958E-017
        2067   1.3735697274537728E-017
        2309   1.0298174285135290E-017
        6442   1.1409630296052889E-018
        6355   1.0774457940688817E-019
        5049   1.8057759215998959E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.5284890615851000E-017
        5029  -1.0302793430031672E-017
        5028  -5.1513967150158360E-018
        5027  -5.1513967150158360E-018
        5061  -4.6694379208931115E-018
        5078  -2.7607088409516155E-021
 H2CCO     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.8552278281133198E-016
        6357   2.5795825294369578E-016
         795   2.2730153077494578E-016
        6607   2.4269527163512766E-019
        4544   8.8206470451772723E-021
        6448   4.5021860729194450E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.8715637340351718E-016
        2513  -2.6553272479577003E-016
        2816  -2.0106589467477943E-016
        5079  -8.1506316187895867E-018
        2255  -6.2067614102318840E-018
        5277  -3.3637453908568180E-018
 C2H3      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.7458190042823242E-016
        4590   2.7157131656310506E-016
        6363   2.8219219145195912E-018
        1872   9.0273996804166385E-020
        2331   6.5778256037788108E-020
        6450   2.8958028970961376E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.7458224066683991E-016
         795  -2.2730153077494578E-016
         794  -2.8270627890133884E-017
        2067  -1.3735697274537728E-017
        2068  -2.7900635088904763E-018
        4586  -2.0943068966695630E-018
 C4N       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.7847897724528986E-017
        2077   1.3674125586791019E-017
         825   3.3418350607177723E-018
        2085   6.9542989067951397E-019
        6327   1.0569624604336569E-019
        4606   2.9793521305348018E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.7848245862734030E-017
         819  -1.4762898995827723E-017
        2078  -3.0721328396668645E-018
        4665  -1.2361991004821158E-020
        4660  -3.0532803384344031E-022
        4651  -2.3004276673959010E-022
 C4P       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   9.2206274599982225E-024
        6428   8.6776106380355207E-024
        6605   5.4301682196270150E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.2211276253766229E-024
         820  -9.1884446519606364E-024
        2518  -1.7402323117643388E-026
        2821  -1.3527942643683515E-026
         633  -5.6112750166578450E-028
         133  -4.5932226619778587E-028
 C4S       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.1804238303640484E-019
        6418   8.1803059231748304E-019
        4186   8.7659197694657745E-024
        4182   2.6698250361365333E-024
        4200   1.4161855176858889E-025
        4185   8.1678466844799865E-026
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.2059623271865997E-019
        2519  -4.4259988589147205E-019
        2822  -3.4399105067403464E-019
        2261  -1.1322921268355657E-020
        5388  -7.1521676011301614E-021
         634  -7.1521676011301614E-021
 HCOOH     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.6333843758731047E-015
        6388   2.6333816087899374E-015
         937   2.7670831672102144E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.6250013492176598E-015
        2521  -2.5176062531013086E-015
        2263  -4.1974964695311899E-017
        2264  -1.7733377687777571E-017
        5587  -1.6215231096951768E-017
        2926  -1.6215231096951768E-017
 CH2PH     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   9.5888153169412698E-024
        6430   9.5888153169412698E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.5887262861989318E-024
         821  -9.5585026107960552E-024
        2522  -1.6419346572054103E-026
        2823  -1.2531932179246599E-026
         635  -5.0994168928181972E-028
        2265  -3.9052239546351189E-028
 CH2NH     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.4048831209856790E-018
        6640   2.1833822638846280E-018
        6392   2.1397054523769990E-018
        4532   4.9993153811887030E-020
        6477   3.1798252213899115E-020
        4531   3.9986982661378807E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.4022540794725518E-018
        2523  -4.0750732282432358E-018
         636  -1.2080827403985920E-019
        1629  -8.8869353709101916E-020
         140  -5.6977714552069457E-020
        2928  -4.7666861449692097E-020
 c-HCCHSi  
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.1886104572597344E-020
        6433   4.1860861856660015E-020
          30   2.5242715937332074E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.1968582858426747E-020
        2529  -3.8996777973877610E-020
        2417  -1.2205182917625974E-021
        1636  -9.4495983152358451E-022
        5425  -2.5707642822332316E-022
        2946  -2.5707642822332316E-022
 SiC3H     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.4182432933360126E-022
        6435   1.3922385757947361E-022
          31   2.6004717541276372E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4262696825838168E-022
        2530  -1.3210675333860182E-022
        2418  -4.2106406731883266E-024
        1637  -3.2945365509822332E-024
        5588  -8.9947268885292954E-025
        2947  -8.9947268885292954E-025
 SiC4      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.7473307686406957E-024
        6437   5.7473307686406957E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.7473491085098975E-024
         822  -5.7039555735958859E-024
        2531  -4.1575647505515972E-026
        1638  -1.0576577475829045E-027
        5281  -5.7975509356018716E-028
        1105  -1.0919063684030178E-028
 SiCH3     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5149003700669022E-024
        6439   1.5149003700669022E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5156827949710696E-024
        2532  -8.2547987791960926E-025
        2828  -6.2781133172622556E-025
        1639  -1.9385405914791802E-026
        5413  -8.4408188368610789E-027
        2420  -8.4408188368610789E-027
 SiH4      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.1076415714463905E-025
        1849   2.8893685464272683E-025
        6441   2.2182730250191217E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.9974802157934344E-025
        2533  -4.6989934888150229E-025
        2422  -7.5812140336303142E-027
        2421  -7.5812140336303142E-027
        1640  -6.3305532510101117E-027
         147  -4.5678812341890998E-027
 HCNCC     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0961635492111401E-017
        6366   8.8198507278878337E-018
        6407   2.1417847642235675E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.0990942914091998E-017
        2524  -5.4111726277597997E-018
        2824  -4.1424940273592669E-018
        1986  -1.0168944564076070E-018
        1631  -1.3026099457477128E-019
         643  -3.3772175838560321E-020
 HCCNC     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1978529948519007E-017
        6367   8.8198507278878337E-018
        6408   2.1417847642235675E-018
        1986   1.0168944564076070E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2057398274057976E-017
        2525  -6.5366503109048637E-018
        2825  -4.9890449669376174E-018
        1632  -1.5728260073151153E-019
         221  -4.9252519458615835E-020
        2410  -4.0602230876357623E-020
 HNCCC     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.2902299608716857E-017
        6369   6.2473942655872148E-017
        6410   4.2835695284471351E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.2929092898413692E-017
        6948  -5.4918708137196288E-017
        2527  -3.8315168110446467E-018
        2827  -2.9468018445982109E-018
        1987  -9.2905763930552087E-019
        1634  -9.2667962433993321E-020
 NH2CN     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   0.0000000000000000     
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   0.0000000000000000     
 C6        
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.7543041911239204E-016
          29   2.5718226380335491E-016
        2700   1.6588483637614272E-017
          26   1.2793369706995419E-018
         690   2.3833197099687746E-019
        5674   3.6532777256616040E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.7543052435837734E-016
        4961  -2.5577973078638757E-016
         826  -1.4108833210410676E-017
        6937  -4.8487323932925123E-018
        2090  -3.4253600747313151E-019
        2089  -3.4253600747313151E-019
 CH3CN     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.8540649437406945E-018
        6443   1.8540649231085941E-018
        6274   2.0622431460620855E-026
        6176   9.6688491637472582E-030
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.8574687281507876E-018
        2534  -1.0108947288037243E-018
        2829  -7.6464370086006327E-019
        1641  -2.3509953857144527E-020
        2424  -1.5480174856530133E-020
        2423  -1.5480174856530133E-020
 CH2CCH    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.3238705598906675E-015
        5034   6.6588477121089125E-016
        4525   6.5763559115674636E-016
        6457   2.3450601860232568E-019
        6698   1.0727491228902654E-019
        6615   8.2870818515704734E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.3238719275648440E-015
        4591  -9.9418342513593147E-016
        4590  -2.7157131656310506E-016
        2071  -5.5727350874092572E-017
        4989  -9.9189742505814521E-019
        4988  -9.9189742505814521E-019
 C2H4      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.0428809462230979E-019
        5440   6.5778256037788108E-020
         661   5.8558195363197519E-020
        1856   3.8598051643386660E-020
        6451   2.8958028970961376E-020
        5031   6.5918126391593202E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.0394035126997518E-019
        4541  -1.6215940465039211E-019
        2535  -3.0135063275159135E-020
        4544  -8.8206470451772723E-021
         151  -7.2259097514877950E-022
        2429  -4.8619000036875201E-022
 NC4N      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.6943722064545407E-020
         911   1.6491597600264123E-020
        5060   4.5212446428128510E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.9230297295198075E-015
          27  -2.7459157343481554E-015
        2698  -1.7711399517165209E-016
 H2CSiCH   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.5089092020577715E-023
         859   3.5089092020577715E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.5242715937332074E-023
          30  -2.5242715937332074E-023
 SiC4H     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.6007715588075910E-018
         856   1.6007715588075910E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.9613017602735188E-017
          33  -5.9613017602735188E-017
 HC4N      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.1199561755966089E-022
         889   2.1199561755966089E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.6001113767935777E-017
         148  -8.8561833368675648E-018
        2695  -6.9350643775093015E-018
        5039  -2.0966504564594525E-019
        5038  -2.0100791296310317E-022
 C4H2      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3740988423860067E-015
        4527   1.6346680676615311E-015
        6465   4.3530986143104411E-016
        3643   3.0380137909791278E-016
         669   1.1620971176619910E-019
        1926   8.9422267018213563E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3849937218311566E-015
        2537  -1.2269806872835791E-015
        2831  -6.3738787617048122E-016
        5004  -1.6359898100258462E-016
        5003  -1.6359898100258462E-016
        2434  -3.9591470929121841E-017
 C5H       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.4061574749189413E-017
        4959   3.6170255481825975E-017
         827   1.3730680438440959E-017
        3510   3.7650076107713397E-018
        5667   7.9230166077132344E-020
        5665   5.5522854203495645E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.4061608337938892E-017
        4960  -5.0075063473864146E-017
         823  -2.3766013814524940E-018
         824  -3.9610023024208238E-019
        2080  -3.5904154501934651E-019
        6936  -3.0643730365981949E-019
 C5N       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.0464552962842249E-018
        4681   2.6000918174096365E-018
        6622   4.8682579064606192E-019
        2080   3.5904154501934651E-019
        4615   2.4047753344894465E-019
        5041   1.3164323507018961E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.0465331185247248E-018
         825  -3.3418350607177723E-018
        2085  -6.9542989067951397E-019
        2539  -8.3739350786511952E-021
        5024  -6.2422560153478846E-022
        1647  -2.1192062313655699E-022
 CH3OH     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.3780003236216630E-021
        6482   6.3731348085125008E-021
        6679   2.6150383431662507E-024
        6278   2.2132464848857344E-024
        6643   3.1849826438348929E-026
        6718   5.3759370459176296E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.3734481557327179E-021
        2541  -3.4231214988567304E-021
        2832  -2.5621179367526178E-021
        5519  -4.4296926601864636E-023
        3171  -4.4296926601864636E-023
        5443  -3.7784019687353434E-023
 NH2CHO    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.1518043501587318E-020
        1949   1.7339900915212238E-020
        6489   4.1781425863750805E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.1494754355838383E-020
        2542  -1.1733895037352736E-020
        2833  -8.8467167405235726E-021
        1652  -2.7567066304963424E-022
         224  -6.2465974397828213E-023
        2444  -6.0179346495432258E-023
 C5O       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.9639268857468091E-019
        6957   4.0029245833259858E-019
         824   3.9610023024208238E-019
