!
! 02-AUG-2019 17:32:49
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 13.5 24.8 /OUTPUT smm9_hcn10_red_comp1.txt
!
 66     47.936   -153.250 -0.17668    
 67     62.586   -153.250  0.14334    
 68     77.236   -153.250  0.27325    
 69     91.886   -153.250  0.81314    
 70    106.536   -153.250   2.5817    
 71    121.186   -153.250   2.5558    
 72    135.836   -153.250   1.5971    
 73    150.486   -153.250  0.52825    
 74    165.136   -153.250  5.26552E-02
 75    179.786   -153.250  0.20652    
 76    194.436   -153.250 -0.27534    
 77    209.086   -153.250 -0.16195    
 78    223.736   -153.250 -0.23110    
 79    238.386   -153.250 -0.25012    
 80    238.386   -138.600 -7.70090E-02
 81    223.736   -138.600 -8.25264E-02
 82    209.086   -138.600 -4.17664E-02
 83    194.436   -138.600 -0.13422    
 84    179.786   -138.600  0.45096    
 85    165.136   -138.600  4.05979E-02
 86    150.486   -138.600  0.39338    
 87    135.836   -138.600   1.0380    
 88    121.186   -138.600   2.3035    
 89    106.536   -138.600   3.2730    
 90     91.886   -138.600   1.2843    
 91     77.236   -138.600  0.67050    
 92     62.586   -138.600  0.44771    
 93     47.936   -138.600  0.45263    
 94     33.286   -138.600  0.20643    
 95     18.636   -138.600  9.41683E-02
 96      3.986   -138.600  0.42980    
 97    -10.664   -138.600  0.21135    
 98    -25.314   -138.600  0.25075    
 99    -39.964   -138.600  0.31428    
 100    -54.614   -138.600  0.30694    
 101    -69.264   -138.600  5.68216E-02
 102    -83.914   -138.600 -0.26995    
 103    -83.914   -123.950 -0.24931    
 104    -69.264   -123.950 -0.19235    
 105    -54.614   -123.950  0.31521    
 106    -39.964   -123.950  0.31406    
 107    -25.314   -123.950  0.29010    
 108    -10.664   -123.950  0.20565    
 109      3.986   -123.950  0.38703    
 110     18.636   -123.950  0.34621    
 111     33.286   -123.950 -0.28419    
 112     47.936   -123.950  0.19375    
 113     62.586   -123.950  0.14096    
 114     77.236   -123.950  0.32487    
 115     91.886   -123.950  0.81438    
 116    106.536   -123.950   1.5851    
 117    121.186   -123.950   1.2924    
 118    135.836   -123.950  0.77834    
 119    150.486   -123.950  0.23951    
 120    165.136   -123.950  8.80663E-02
 121    179.786   -123.950 -4.16832E-02
 122    194.436   -123.950 -0.27839    
 123    209.086   -123.950 -0.32205    
 124    223.736   -123.950 -3.26147E-02
 125    238.386   -123.950 -2.48841E-02
 126    238.386   -109.300 -0.13635    
 127    223.736   -109.300 -0.14463    
 128    209.086   -109.300  3.42242E-02
 129    194.436   -109.300  1.86753E-03
 130    179.786   -109.300  0.44843    
 131    165.136   -109.300  0.28583    
 132    150.486   -109.300  0.44674    
 133    135.836   -109.300  0.12679    
 134    121.186   -109.300  0.45415    
 135    106.536   -109.300   1.0114    
 136     91.886   -109.300  0.63426    
 137     77.236   -109.300  0.44643    
 138     62.586   -109.300  0.51185    
 139     47.936   -109.300  0.25194    
 140     33.286   -109.300  0.31035    
 141     18.636   -109.300  0.35049    
 142      3.986   -109.300  0.27331    
 143    -10.664   -109.300 -0.21857    
 144    -25.314   -109.300  0.15158    
 145    -39.964   -109.300  0.13596    
 146    -54.614   -109.300  0.30138    
 147    -69.264   -109.300  1.01648E-02
 148    -83.914   -109.300 -2.50271E-02
 149    -83.914    -94.650 -4.99588E-02
 150    -69.264    -94.650 -5.88416E-03
 151    -54.614    -94.650  0.21135    
 152    -39.964    -94.650  0.54946    
 153    -25.314    -94.650  0.20096    
 154    -10.664    -94.650  0.13249    
 155      3.986    -94.650  4.46977E-02
 156     18.636    -94.650  8.65985E-02
 157     33.286    -94.650 -2.03878E-02
 158     47.936    -94.650  0.19459    
 159     62.586    -94.650  0.54665    
 160     77.236    -94.650  0.18560    
 161     91.886    -94.650  0.67716    
 162    106.536    -94.650  0.58512    
 163    121.186    -94.650  0.57256    
 164    135.836    -94.650  0.49846    
 165    150.486    -94.650  0.36437    
 166    165.136    -94.650  0.70559    
 167    179.786    -94.650  1.08444E-02
 168    194.436    -94.650 -0.14152    
 169    209.086    -94.650  0.23885    
 170    223.736    -94.650  0.15354    
 171    238.386    -94.650  0.17785    
 172    238.386    -80.000  0.35200    
 173    223.736    -80.000  0.34992    
 174    209.086    -80.000  0.22825    
 175    194.436    -80.000  0.34376    
 176    179.786    -80.000  0.23493    
 177    165.136    -80.000  0.66764    
 178    150.486    -80.000  0.62684    
 179    135.836    -80.000  0.25532    
 180    121.186    -80.000  0.34395    
 181    106.536    -80.000  0.28293    
 182     91.886    -80.000  0.26148    
 183     77.236    -80.000  0.23437    
 184     62.586    -80.000  0.19413    
 185     47.936    -80.000  0.14185    
 186     33.286    -80.000  1.98670E-02
 187     18.636    -80.000  0.22645    
 188      3.986    -80.000  0.34197    
 189    -10.664    -80.000  0.54715    
 190    -25.314    -80.000  0.35377    
 191    -39.964    -80.000  0.58530    
 192    -54.614    -80.000  0.34805    
 193    -69.264    -80.000 -0.23906    
 194    -83.914    -80.000 -0.31605    
 195    -83.914    -65.350 -3.11197E-02
 196    -69.264    -65.350  2.42591E-02
 197    -54.614    -65.350  0.42514    
 198    -39.964    -65.350  0.75366    
 199    -25.314    -65.350  0.37740    
 200    -10.664    -65.350  0.67295    
 201      3.986    -65.350  0.28911    
 202     18.636    -65.350 -4.59387E-02
 203     33.286    -65.350  0.12822    
 204     47.936    -65.350 -0.13351    
 205     62.586    -65.350  0.40011    
 206     77.236    -65.350  0.34409    
 207     91.886    -65.350  3.34719E-02
 208    106.536    -65.350  0.45580    
 209    121.186    -65.350  0.30823    
 210    135.836    -65.350  0.16255    
 211    150.486    -65.350 -5.20327E-02
 212    165.136    -65.350  0.15097    
 213    179.786    -65.350  0.22243    
 214    194.436    -65.350  0.75235    
 215    209.086    -65.350  0.48236    
 216    223.736    -65.350  7.35806E-02
 217    238.386    -65.350  5.13881E-02
 218    238.386    -50.700   1.1658    
 219    223.736    -50.700   1.1336    
 220    209.086    -50.700   1.0497    
 221    194.436    -50.700  0.60480    
 222    179.786    -50.700  0.66277    
 223    165.136    -50.700 -6.06105E-02
 224    150.486    -50.700  0.24124    
 225    135.836    -50.700  0.23880    
 226    121.186    -50.700  0.39858    
 227    106.536    -50.700  0.38521    
 228     91.886    -50.700  0.11419    
 229     77.236    -50.700  6.69234E-02
 230     62.586    -50.700  0.33138    
 231     47.936    -50.700  0.26464    
 232     33.286    -50.700 -0.20732    
 233     18.636    -50.700  0.64590    
 234      3.986    -50.700  0.39699    
 235    -10.664    -50.700  0.17332    
 236    -25.314    -50.700  0.74655    
 237    -39.964    -50.700  0.59265    
 238    -54.614    -50.700  0.47063    
 239    -69.264    -50.700 -0.22576    
 240    -83.914    -50.700 -0.30172    
 241    -83.914    -36.050 -0.16384    
 242    -69.264    -36.050 -8.43874E-02
 243    -54.614    -36.050  0.33563    
 244    -39.964    -36.050  0.90537    
 245    -25.314    -36.050  0.65460    
 246    -10.664    -36.050  0.57110    
 247      3.986    -36.050  0.75106    
 248     18.636    -36.050  0.40370    
 249     33.286    -36.050 -2.77052E-03
 250     47.936    -36.050  0.26886    
 251     62.586    -36.050  0.40689    
 252     77.236    -36.050  0.12760    
 253     91.886    -36.050  8.16698E-02
 254    106.536    -36.050  0.22215    
 255    121.186    -36.050  0.20249    
 256    135.836    -36.050  0.22699    
 257    150.486    -36.050  0.13798    
 258    165.136    -36.050  0.30921    
 259    179.786    -36.050  0.39305    
 260    194.436    -36.050  0.49555    
 261    209.086    -36.050   1.1926    
 262    223.736    -36.050   1.5169    
 263    238.386    -36.050   1.6013    
 264    238.386    -21.400  0.89263    
 265    223.736    -21.400  0.91437    
 266    209.086    -21.400  0.83385    
 267    194.436    -21.400  0.66726    
 268    179.786    -21.400  0.69349    
 269    165.136    -21.400  0.20089    
 270    150.486    -21.400  0.28253    
 271    135.836    -21.400  0.10404    
 272    121.186    -21.400  0.36954    
 273    106.536    -21.400  5.57659E-02
 274     91.886    -21.400  0.38785    
 275     77.236    -21.400  8.88748E-02
 276     62.586    -21.400  0.67394    
 277     47.936    -21.400  0.32265    
 278     33.286    -21.400  0.40788    
 279     18.636    -21.400  0.94553    
 280      3.986    -21.400  0.92390    
 281    -10.664    -21.400  0.35370    
 282    -25.314    -21.400   1.0867    
 283    -39.964    -21.400  0.73819    
 284    -54.614    -21.400  0.29487    
 285    -69.264    -21.400  9.99887E-02
 286    -83.914    -21.400  7.42527E-02
 287    -83.914     -6.750  0.14612    
 288    -69.264     -6.750  0.18578    
 289    -54.614     -6.750  0.37614    
 290    -39.964     -6.750  0.92188    
 291    -25.314     -6.750   1.1153    
 292    -10.664     -6.750   1.7033    
 293      3.986     -6.750   1.5019    
 294     18.636     -6.750   1.0936    
 295     33.286     -6.750  0.63697    
 296     47.936     -6.750  0.66414    
 297     62.586     -6.750  0.45833    
 298     77.236     -6.750  1.58368E-02
 299     91.886     -6.750  0.20377    
 300    106.536     -6.750  0.16005    
 301    121.186     -6.750  0.46294    
 302    135.836     -6.750  0.19087    
 303    150.486     -6.750  0.52688    
 304    165.136     -6.750  0.26038    
 305    179.786     -6.750  0.52133    
 306    194.436     -6.750  0.19567    
 307    209.086     -6.750  0.34883    
 308    223.736     -6.750   1.0712    
 309    238.386     -6.750  0.45413    
 310    223.736      7.900   1.1068    
 311    209.086      7.900  0.45176    
 312    194.436      7.900  5.25473E-02
 313    179.786      7.900  0.62396    
 314    165.136      7.900  0.22165    
 315    150.486      7.900  0.63589    
 316    135.836      7.900  8.13445E-02
 317    121.186      7.900  0.46233    
 318    106.536      7.900  0.12525    
 319     91.886      7.900  0.31679    
 320     77.236      7.900 -6.21981E-02
 321     62.586      7.900  0.64428    
 322     47.936      7.900  0.55718    
 323     33.286      7.900  0.76604    
 324     18.636      7.900   1.4371    
 325      3.986      7.900   1.8675    
 326    -10.664      7.900   2.1034    
 327    -25.314      7.900   1.0058    
 328    -39.964      7.900  0.97715    
 329    -54.614      7.900  0.97411    
 330    -69.264      7.900 -0.15297    
 331    -83.914      7.900 -0.26032    
 332    -83.914     22.550 -0.67111    
 333    -69.264     22.550 -0.56179    
 334    -54.614     22.550  0.63342    
 335    -39.964     22.550  0.37831    
 336    -25.314     22.550  0.77527    
 337    -10.664     22.550   1.4042    
 338      3.986     22.550   1.7422    
 339     18.636     22.550   1.0553    
 340     33.286     22.550   1.4894    
 341     47.936     22.550  0.87330    
 342     62.586     22.550   1.2262    
 343     77.236     22.550   1.3235    
 344     91.886     22.550  0.32435    
 345    106.536     22.550  0.12183    
 346    121.186     22.550  0.46782    
 347    135.836     22.550  7.45320E-02
 348    150.486     22.550  0.65042    
 349    165.136     22.550  0.22044    
 350    179.786     22.550  0.62519    
 351    194.436     22.550  4.56399E-02
 352    209.086     22.550  0.45997    
 353     77.236     37.200  0.52255    
 354     62.586     37.200  0.52183    
 355     47.936     37.200  0.65157    
 356     33.286     37.200   1.0231    
 357     18.636     37.200   1.4333    
 358      3.986     37.200   1.3699    
 359    -10.664     37.200   1.1698    
 360    -25.314     37.200  0.58709    
 361    -39.964     37.200  0.15550    
 362    -54.614     37.200  0.51645    
 363    -69.264     37.200 -0.28019    
 364    -83.914     37.200 -0.35385    
 365    -83.914     51.850  0.22602    
 366    -69.264     51.850  0.27362    
 367    -54.614     51.850  0.13748    
 368    -39.964     51.850  0.55217    
 369    -25.314     51.850   1.6252    
 370    -10.664     51.850   2.8304    
 371      3.986     51.850   1.2414    
 372     18.636     51.850  0.55092    
 373     33.286     51.850  0.25809    
 374     47.936     51.850  0.22459    
 375     62.586     51.850  0.40486    
 376     77.236     51.850  0.41742    
 377     77.236     66.500  0.46236    
 378     62.586     66.500  0.45163    
 379     47.936     66.500 -0.15897    
 380     33.286     66.500 -0.14526    
 381     18.636     66.500  0.64008    
 382      3.986     66.500   4.5366    
 383    -10.664     66.500   7.8837    
 384    -25.314     66.500   5.1754    
 385    -39.964     66.500   1.6640    
 386    -54.614     66.500  0.77899    
 387    -69.264     66.500 -0.13070    
 388    -83.914     66.500 -0.22529    
 389    -83.914     81.150  0.10475    
 390    -69.264     81.150  0.16912    
 391    -54.614     81.150  0.53610    
 392    -39.964     81.150   1.8269    
 393    -25.314     81.150   5.4801    
 394    -10.664     81.150   7.5602    
 395      3.986     81.150   3.3804    
 396     18.636     81.150  0.30572    
 397     33.286     81.150  3.16894E-02
 398     47.936     81.150  0.55996    
 399     62.586     81.150 -0.18436    
 400     77.236     81.150 -0.20194    
 401     77.236     95.800  2.64127E-02
 402     62.586     95.800  4.95583E-02
 403     47.936     95.800  0.34845    
 404     33.286     95.800 -0.40063    
 405     18.636     95.800  0.68753    
 406      3.986     95.800   1.0261    
 407    -10.664     95.800   3.7343    
 408    -25.314     95.800   3.3783    
 409    -39.964     95.800   1.9319    
 410    -54.614     95.800  0.99783    
 411    -69.264     95.800  0.20168    
 412    -83.914     95.800  0.12197    
 413    -83.914    110.450  0.60412    
 414    -69.264    110.450  0.64096    
 415    -54.614    110.450  0.96632    
 416    -39.964    110.450  0.90831    
 417    -25.314    110.450   1.1514    
 418    -10.664    110.450   1.1450    
 419      3.986    110.450  0.27004    
 420     18.636    110.450  0.36826    
 421     33.286    110.450  0.10674    
 422     47.936    110.450  0.22310    
 423     62.586    110.450 -0.15349    
 424     77.236    110.450 -0.16430    
 425     77.236    125.100 -0.66040    
 426     62.586    125.100 -0.57471    
 427     47.936    125.100  0.29417    
 428     33.286    125.100  0.32107    
 429     18.636    125.100  6.82181E-02
 430      3.986    125.100  8.67457E-02
 431    -10.664    125.100  0.84146    
 432    -25.314    125.100  0.70576    
 433    -39.964    125.100  0.36135    
 434    -54.614    125.100  0.33408    
 435    -69.264    125.100  4.11462E-02
 436    -83.914    125.100 -1.15947E-02
 437    -83.914    139.750  0.15742    
 438    -69.264    139.750  0.21864    
 439    -54.614    139.750  0.47441    
 440    -39.964    139.750   1.1860    
 441    -25.314    139.750  0.53994    
 442    -10.664    139.750  0.20397    
 443      3.986    139.750  0.40378    
 444     18.636    139.750  0.49306    
 445     33.286    139.750  0.33419    
 446     47.936    139.750  0.19404    
 447     62.586    139.750 -0.92406    
 448     77.236    139.750  -1.1293    
 449     62.586    154.400  0.66666    
 450     47.936    154.400  0.68985    
 451     33.286    154.400  0.58101    
 452     18.636    154.400  0.36629    
 453      3.986    154.400  0.70086    
 454    -10.664    154.400  0.40662    
 455    -25.314    154.400  0.80856    
 456    -39.964    154.400 -0.10102    
 457    -54.614    154.400  0.35250    
 458    -69.264    154.400 -8.07826E-02
 459    -83.914    154.400  0.30324    
 460    -69.264    169.050 -8.43665E-02
 461    -54.614    169.050  0.35248    
 462    -39.964    169.050 -0.10106    
 463    -25.314    169.050  0.80859    
 464    -10.664    169.050  0.40664    
 465      3.986    169.050  0.70086    
 466     18.636    169.050  0.36624    
 467     33.286    169.050  0.58102    
 468     47.936    169.050  0.68986    
 469     62.586    169.050  0.66836    
